序,代码,名称,最新,涨幅%,DDX,DDY,DDZ,5日DDX,5日DDY,10日DDX,10日DDY,连续,5日内,10日内,特大买入%,特大卖出%,特大单净比%,大单买入%,大单卖出%,大单净比%
176,603360, 百傲化学,31.36,5.2,0.441,0.717,25.4,0.736,1.084,0.882,0.066,1,4,7,18.76,11.82,6.94,31.57,28.21,3.36
177,002476, 宝莫股份,4.43,0.68,0.179,0.618,25.36,0.424,3.177,-0.243,3.458,3,4,5,0,0,0,30.07,18.92,11.15
178,002698, 博实股份,20.99,5.48,0.553,1.322,25.34,0.518,0.311,-1.118,-2.333,1,2,3,18.34,12.38,5.96,30.26,27.82,2.44
179,603212, 赛伍技术,11,0.73,0.212,0.716,25.27,-0.355,-2.831,-0.266,-1.845,1,2,5,9.1,2.92,6.18,22.13,17.39,4.74
180,603344, 星德胜,25.34,0.64,1.262,1.179,25.2,1.521,0.017,1.344,2.437,1,2,4,11.57,0.78,10.79,22.99,14.86,8.13
181,300322, 硕贝德,15.51,3.82,1.046,4.052,25.2,0.266,0.705,-0.573,-2.133,1,2,4,8.5,4.84,3.66,27.75,23.02,4.73
182,002948, 青岛银行,4.05,-0.74,0.07,0.237,25.19,0.431,1.683,0.599,0.16,6,5,7,3.9,9.97,-6.07,30.77,14.94,15.82
183,002689, 远大智能,4.25,2.91,0.418,2.586,25.1,0.927,3.316,0.34,-0.211,2,3,5,9.98,3.59,6.38,21.62,21.25,0.37
184,000066, 中国长城,17.9,7.19,2.042,1.448,24.99,1.891,0.119,0.693,-2.741,3,3,5,31.24,13.79,17.45,21.86,23.42,-1.56
185,300402, 宝色股份,15.69,4.67,0.564,1.238,24.85,0.854,3.006,0.734,3.695,1,3,4,5.92,3.81,2.11,27.71,16.54,11.17
186,600000, 浦发银行,10.13,-0.78,0.013,0.02,24.67,0.028,0.082,-0.025,-0.01,2,4,6,5.95,6.81,-0.86,31.24,16.14,15.1
187,300335, 迪森股份,5.03,-0.79,0.175,1.11,24.63,0.351,1.97,-0.725,2.451,1,3,5,0,0,0,27.4,19.94,7.46
188,601816, 京沪高铁,5.48,-0.9,0.018,0.033,24.63,-0.025,0.043,-0.056,-0.042,1,1,2,24,12.41,11.59,26.27,28.28,-2.01
189,301446, 福事特,21.36,0.95,0.613,2.033,24.57,-0.048,1.535,-1.827,-0.421,1,1,2,3.77,0,3.77,19.63,9.7,9.93
190,300988, 津荣天宇,21.56,1.7,0.465,2.491,24.53,0.801,-1.938,0.374,-2.943,2,3,4,9.21,8.2,1.01,29.64,24.86,4.78
191,300086, 康芝药业,4.93,-0.2,0.257,0.752,24.51,0.669,4.318,0.387,6.369,3,3,6,3.51,0,3.51,23.76,14.12,9.64
192,002903, 宇环数控,18.77,3.64,1.326,4.795,24.49,1.133,-0.993,-0.215,-2.385,2,3,3,10.38,2.73,7.65,20.35,17.7,2.65
193,301429, 森泰股份,17.69,0.28,1.096,0.778,24.45,2.717,2.938,4.564,6.542,3,3,7,19.25,9.31,9.93,27.62,20.79,6.83
194,600337, 美克家居,1.98,3.66,0.527,0.695,24.26,1.681,1.473,1.596,1.602,5,5,9,19.9,5.5,14.39,22.14,22.92,-0.79
195,002931, 锋龙股份,18.11,10.02,0.705,0.545,24.25,0.665,-1.032,0.182,-2.558,1,2,4,34.44,15.73,18.71,22.59,27.3,-4.71
196,600720, 中交设计,8.78,-0.9,0.042,0.381,24.24,0.318,0.208,0.232,1.593,2,3,5,12.83,4.27,8.56,17.46,21.14,-3.68
197,605365, 立达信,16.13,1.07,0.085,0.145,24.2,0.065,0.277,0.05,0.542,3,3,6,20.6,0.48,20.12,8.69,12.75,-4.07
198,000777, 中核科技,18.54,6.86,0.686,1.597,24.17,0.417,-0.821,-0.431,-2.76,1,2,3,13.35,6.23,7.12,26.61,23.07,3.54
199,603387, 基蛋生物,8.57,0.82,0.102,0.214,24.02,0.062,0.187,-0.174,-1.458,2,4,6,12.73,0.78,11.95,22.97,22.47,0.49
200,688799, 华纳药厂,39.73,-0.8,0.06,0.286,23.99,-0.2,0.226,-0.408,0.328,1,1,3,0.68,0.67,0.02,33.62,26.47,7.15
201,301283, 聚胶股份,26.54,0.72,0.29,0.005,23.86,-0.103,-0.314,-0.495,-0.424,2,2,3,0,0,0,36.31,12.54,23.77
202,600917, 重庆燃气,5.68,0.53,0.015,0.105,23.82,-0.064,-0.023,-0.153,-0.261,1,1,2,2,1.9,0.1,23.76,16.57,7.19
203,600528, 中铁工业,7.73,-1.15,0.037,0.186,23.79,0.042,0.756,-0.134,0.712,2,3,3,6.4,10.02,-3.62,22.47,10.69,11.77
204,002169, 智光电气,6.45,3.7,0.561,0.567,23.79,0.346,0.574,-0.157,-0.202,3,3,4,21.76,3.28,18.47,18.06,20.47,-2.41
205,688311, 盟升电子,36.82,0.19,0.203,0.322,23.78,0.026,-0.84,0.57,-0.018,3,3,7,18,10.32,7.68,25.7,21.62,4.09
206,688531, 日联科技,53.89,1.03,0.427,0.444,23.76,0.819,1.189,0.038,1.447,3,3,4,18.44,5.94,12.5,22.64,19.65,2.99
207,600031, 三一重工,17.96,0.67,0.076,0.199,23.72,0.292,0.416,0.358,0.932,5,5,8,15.19,10.64,4.55,25.05,20.27,4.77
208,600722, 金牛化工,5.7,-0.7,0.157,0.742,23.65,-0.027,1.206,0.277,0.649,3,3,5,12.05,12.91,-0.86,25.32,17.89,7.43
209,300272, 开能健康,6.26,-0.79,-0.139,3.138,23.65,-0.015,3.408,-0.665,3.853,0,1,2,3.21,2,1.21,19.79,23.93,-4.14
210,300553, 集智股份,39.48,3.84,0.99,2.839,23.64,2.495,1.339,2.136,-2.62,2,4,8,3.77,4.77,-1,28.79,16.7,12.08
211,301126, 达嘉维康,11.04,1.01,0.437,1.17,23.63,0.355,-0.391,-0.205,-1.396,1,3,4,5.85,0,5.85,21.5,14.02,7.48
212,300566, 激智科技,23.1,2.21,1.13,3.066,23.57,1.127,7.023,-1.468,2.815,1,3,3,9.01,5.04,3.97,30.07,24.56,5.51
213,002703, 浙江世宝,13.39,2.68,0.629,1.701,23.56,0.002,-1.644,-0.842,-3.807,1,2,4,7.64,2.9,4.75,28.29,22.73,5.56
214,603569, 长久物流,7.32,-0.27,0.093,0.27,23.51,-0.39,-1.051,-0.398,-1.595,1,1,2,4.03,0.96,3.07,18.75,7.5,11.24
215,002893, 京能热力,10.93,0.46,0.803,0.859,23.39,-0.663,-1.83,4.663,3.488,1,2,6,4.2,1.16,3.04,32.95,20,12.95
216,603059, 倍加洁,23.15,0.65,0.098,0.168,23.29,0.022,-0.609,0.044,-0.353,1,2,5,5.13,1.38,3.75,25.2,13.7,11.5
217,601956, 东贝集团,5.34,3.49,0.17,1.091,23.27,0.155,0.921,-0.23,0.221,1,2,3,3.89,5.78,-1.89,26.31,18.11,8.2
218,600273, 嘉化能源,7.64,-0.39,0.071,0.127,23.27,0.221,0.475,0.29,1.544,2,4,7,16.14,0.72,15.41,16.68,18.31,-1.63
219,688332, 中科蓝讯,126.94,5.82,1.577,1.773,23.23,0.289,0.825,-2.536,-2.168,1,2,3,20.82,12.42,8.39,32.32,29.72,2.6
220,600491, 龙元建设,3.94,6.49,0.271,0.481,23.17,-0.157,-0.498,-0.336,-0.9,1,1,3,14.23,17.37,-3.13,35.65,23.53,12.12
221,000629, 钒钛股份,2.89,0.35,0.048,0.193,23.14,0.111,0.474,0.125,0.577,1,3,5,24.77,14.3,10.47,21.71,26.74,-5.02
222,002345, 潮宏基,6.84,3.64,0.213,1.612,23.11,-1.329,3.26,-1.653,-0.54,1,1,3,6.98,9.4,-2.42,26.1,18.82,7.28
223,300091, 金通灵,2.41,2.55,0.384,1.688,23.11,0.484,2.278,0.931,4.358,1,3,6,0,0,0,36.44,29.43,7.01
224,300958, 建工修复,11.85,0.42,0.551,2.211,23.03,0.868,3.218,0.312,1.504,2,4,6,1.37,0,1.37,22.07,12.13,9.94
225,688288, 鸿泉物联,22.94,5.13,0.57,0.454,22.93,0.591,0.252,0.986,2.378,4,4,7,10.4,1.99,8.41,25.45,16.08,9.37
226,600552, 凯盛科技,13.17,2.89,0.511,1.226,22.9,-0.662,-3.621,-1.317,-3.455,1,1,3,16.81,8.85,7.96,26.12,25.2,0.92
227,002766, 索菱股份,6.69,2.14,0.311,1.539,22.88,0.204,-0.567,-1.005,-6.435,1,2,2,4.82,1.81,3.01,22.72,17.28,5.44
228,000685, 中山公用,8.96,1.36,0.219,0.114,22.82,0.397,0.379,0.202,0.613,3,4,5,5.29,3.8,1.49,32.4,15.11,17.29
229,000885, 城发环境,12.37,-0.88,0.051,0.119,22.8,0.085,0.312,-0.079,0.444,2,3,4,2.45,2.81,-0.36,32.16,20.64,11.53
230,002732, 燕塘乳业,15.6,0.26,0.115,0.334,22.79,-0.021,0.337,-0.435,0.123,1,1,2,0,0,0,23,9.19,13.81
231,002928, 华夏航空,7.34,0.27,0.333,0.794,22.76,0.928,1.904,1.2,3.588,3,4,8,6.03,4.67,1.36,29.38,19.9,9.47
232,601022, 宁波远洋,7.78,-0.13,0.12,0.821,22.75,-0.319,2.553,-0.766,2.3,1,1,2,1.19,6.97,-5.78,35.81,25.34,10.46
233,603659, 璞泰来,16.98,2.35,0.161,0.34,22.7,0.234,0.757,0.421,1.927,3,3,6,13.71,7.1,6.61,25.66,21.69,3.97
234,002035, 华帝股份,7.15,-0.69,0.091,0.368,22.67,0.351,0.954,0.794,1.381,6,5,8,0,0.64,-0.64,29.47,19.8,9.67
235,603386, 骏亚科技,11.92,1.45,0.401,0.826,22.64,0.854,-1.114,0.813,-0.872,2,4,6,14.45,6.62,7.82,24.25,21.28,2.97
236,300421, 力星股份,15,3.88,1.085,4.235,22.6,1.482,6.783,0.96,10.432,2,4,6,8.99,6.08,2.91,30.3,26.42,3.88
237,688577, 浙海德曼,58.43,6.12,0.477,0.507,22.58,0.236,0.712,1.09,1.497,1,1,4,17.4,11.67,5.73,34.6,28.68,5.92
238,603806, 福斯特,14.59,1.67,0.108,0.213,22.56,0.083,-0.613,0.171,-0.043,2,3,5,9.59,5.71,3.88,32.15,25.69,6.47
239,688259, 创耀科技,42.93,6.98,0.62,0.825,22.55,1.07,1.339,0.77,0.724,4,4,5,20.14,8.11,12.03,29.77,31.07,-1.3
240,688499, 利元亨,28.35,3.39,0.418,0.915,22.52,0.762,3.173,0.984,5.311,3,4,7,12.65,7.51,5.14,34.46,31.25,3.22
241,300626, 华瑞股份,10.27,-1.25,0.098,1.927,22.52,1.039,6.954,0.975,8.182,2,4,6,1.79,0,1.79,24.07,23.15,0.92
242,300283, 温州宏丰,6.18,4.92,0.802,5.121,22.44,0.24,3.907,0.849,6.544,1,2,6,1.28,0,1.28,25.01,19.17,5.85
243,002102, 能特科技,3.08,1.99,0.39,0.594,22.42,-0.789,-5.225,1.557,-2.36,1,2,6,16.19,9.11,7.07,24.98,20.05,4.93
244,603998, 方盛制药,9.08,-1.2,0.211,0.598,22.41,-0.18,0.995,-0.319,3.658,2,3,6,3.81,0.41,3.4,24.71,16.41,8.3
245,603105, 芯能科技,8.49,-0.24,0.115,0.503,22.38,-0.414,-1.2,-1.148,-2.144,1,1,1,12.2,3.43,8.77,15.58,15.3,0.28
246,600158, 中体产业,8.09,-2.88,-0.127,1.788,22.19,0.99,3.942,-0.235,2.051,0,3,3,10.51,13.18,-2.67,22.27,22.51,-0.24
247,301087, 可孚医疗,38.98,1.38,0.319,0.711,22.13,0.404,1.615,1.164,3.263,1,3,6,0,0,0,27.53,14.06,13.47
248,002176, 江特电机,8.28,4.68,0.443,1.671,22.08,0.837,4.341,0.73,5.387,1,3,5,7.12,6.2,0.91,27.5,20.49,7.01
249,300890, 翔丰华,32.93,1.64,0.513,2.086,22.04,-0.222,-0.301,0.771,5.729,1,2,5,4.81,2.08,2.73,30.17,25.55,4.62
250,600834, 申通地铁,8.22,0.74,0.154,0.132,21.98,0.117,0.084,-0.103,-0.315,1,2,3,11.54,1.19,10.35,21.62,14.94,6.68
251,300676, 华大基因,64.93,4.02,0.382,0.637,21.97,0.117,1.861,-1.553,-0.514,1,2,3,14.45,8.3,6.15,30.19,25.99,4.2
252,603107, 上海汽配,17.23,0.64,0.216,0.405,21.94,-0.489,-0.323,-2.013,-2.224,1,1,2,6.53,3.8,2.73,26.59,16.63,9.97
253,300590, 移为通信,17.56,5.4,1.19,3.083,21.92,0.493,-0.923,-1.252,-7.051,1,2,3,9.84,4.67,5.17,26.28,21.63,4.65
254,600386, 北巴传媒,4.93,-0.8,0.019,1.484,21.86,-0.646,0.174,1.176,5.144,2,2,5,5.26,5.51,-0.26,23.42,22.52,0.9
255,001300, 三柏硕,12.59,0.16,0.193,9.361,21.8,1.147,5.694,1.38,11.385,4,4,7,2.59,2.1,0.49,25.45,24.95,0.5
256,002478, 常宝股份,5.03,-0.98,0.094,0.283,21.78,0.246,1.441,-0.169,1.547,2,3,3,0,0,0,22.72,9.72,13
257,600248, 陕建股份,4.26,-1.62,-0.002,0.242,21.75,0.211,0.755,0.296,1.274,0,1,4,12.12,19.11,-6.99,24.98,18.2,6.78
258,002100, 天康生物,6.12,-0.81,0.027,0.392,21.61,-0.58,1.845,-1.083,3.473,1,2,3,9.07,13.51,-4.44,33.82,27.64,6.18
259,601231, 环旭电子,19.62,4.14,0.116,0.615,21.5,0.093,0.887,0.4,1.738,1,3,6,9.86,8.91,0.95,25.66,20.94,4.73
260,001223, 欧克科技,57.72,9.65,2.341,4.066,21.49,4.461,4.907,4.624,5.215,2,3,6,3.69,1.84,1.85,28.74,17.64,11.1
261,000089, 深圳机场,6.71,-0.89,0.033,0.086,21.48,0.054,0.515,0.099,1.003,1,3,6,8.31,3,5.31,22.74,17.09,5.65
262,603733, 仙鹤股份,20.35,-0.39,0.052,0.067,21.47,0.067,0.048,0.292,0.348,2,4,8,10.72,8.5,2.22,24.67,12.94,11.73
263,688676, 金盘科技,42.9,-2.83,0.296,0.66,21.47,-0.255,0.318,-0.477,0.116,2,2,5,19.28,12.52,6.76,34.07,34.4,-0.33
264,688019, 安集科技,168.3,2.2,0.224,0.244,21.4,0.773,0.832,0.941,1.043,6,5,8,19.98,9.14,10.84,27.22,26.02,1.2
265,603948, 建业股份,18.61,0.05,0.081,0.064,21.32,0.176,-0.101,-0.177,-0.354,2,3,3,0,6.42,-6.42,38.76,16.76,22
266,002792, 通宇通讯,16.01,3.22,0.814,2.34,21.31,0.986,0.041,-0.527,-4.827,2,3,4,6.85,4.2,2.65,27.1,20.38,6.73
267,688171, 纬德信息,21.12,11.1,0.728,1.424,21.28,0.66,3.419,-0.667,1.496,1,2,2,6.77,0.84,5.92,34.58,30.46,4.13
268,002392, 北京利尔,4.86,2.97,0.418,0.413,21.26,0.488,0.213,-0.13,-0.014,1,3,3,3.15,1.2,1.94,35.72,23.27,12.46
269,300136, 信维通信,26.47,1.46,0.541,0.733,21.17,0.592,-0.232,-0.136,-0.512,1,4,6,13.75,8.86,4.88,30.68,24.31,6.37
270,300088, 长信科技,6.96,2.81,0.346,0.724,21.13,-0.196,0.424,-0.691,0.673,1,2,3,11.75,6.29,5.46,30.25,26.43,3.82
271,301508, 中机认检,36.09,-1.2,0.221,3.596,21.08,4.342,7.187,3.247,5.553,2,4,4,8.05,10.64,-2.59,25.81,20.98,4.82
272,600062, 华润双鹤,18.48,-1.12,0.049,0.235,21.06,0.197,1.293,-0.378,2.665,3,3,3,8.31,8.21,0.1,26.78,20.81,5.97
273,600611, 大众交通,7.41,3.93,1.082,1.2,21.04,0.703,-0.328,0.999,-3.265,1,3,5,16.34,9.13,7.21,25.49,19.76,5.73
274,600895, 张江高科,27.84,2.35,0.33,0.854,21,0.348,0.978,-0.178,0.103,2,3,4,14.99,10.9,4.08,29.73,26.45,3.28
275,002234, 民和股份,8.13,-1.22,0.115,0.38,20.92,-0.053,2.019,-0.228,4.933,1,2,3,1.25,0,1.25,33.7,26.81,6.89
276,000762, 西藏矿业,21.54,2.28,0.266,1.122,20.91,-0.287,0.693,-0.462,2.193,1,1,2,8.53,7.86,0.67,27.39,21.5,5.89
277,300814, 中富电路,42.77,7.27,1.268,0.771,20.89,2.761,2.212,1.964,-0.665,1,4,5,11.33,7,4.33,39.66,29.2,10.46
278,300324, 旋极信息,4.66,12.56,2.459,2.475,20.88,2.561,1.581,0.947,-3.749,1,2,5,28.84,12.6,16.24,27.81,33.46,-5.65
279,000710, 贝瑞基因,14.46,6.25,3.032,2.571,20.85,5.564,-3.797,3.329,-9.277,1,3,4,24.12,9.47,14.65,21.18,21.51,-0.33
280,301266, 宇邦新材,36.73,1.83,0.724,4.38,20.8,0.035,-1.747,-1.456,-1.597,2,2,3,1.9,0.07,1.83,24.21,19.06,5.15
281,000663, 永安林业,5.76,0.88,0.73,0.141,20.78,-0.86,1.8,1.685,8.134,1,1,6,18.94,0,18.94,19.8,19.32,0.47
282,600984, 建设机械,3.62,-0.28,0.064,2.106,20.78,0.748,3.216,0.302,1.272,3,4,5,11.21,6.56,4.65,16.16,19.53,-3.37
283,603727, 博迈科,13.67,4.83,0.445,1.194,20.7,0.909,2.353,1.344,2.017,3,4,7,3.88,0.85,3.03,26.28,18.82,7.46
284,600988, 赤峰黄金,19.44,-1.12,0.158,0.319,20.67,-0.387,-0.523,-1.701,-2.828,2,3,3,25.63,13.73,11.89,19.66,23.13,-3.47
285,688583, 思看科技,123.94,13.81,1.526,2.862,20.58,-0.682,1.723,-4.826,-5.728,1,2,3,15.03,10.06,4.97,33.51,30.4,3.11
286,600163, 中闽能源,5.13,-1.16,0.057,0.115,20.5,-0.026,0.271,0.061,0.806,1,2,4,13.77,1.08,12.69,14.52,14.45,0.08
287,688123, 聚辰股份,79.08,4.66,0.407,0.663,20.45,0.375,1.94,-0.01,1.696,1,3,5,11.38,11.24,0.14,37.2,28.41,8.79
288,300244, 迪安诊断,18.9,1.5,0.388,3.551,20.33,-1.135,-4.588,-1.936,-7.371,1,3,6,13.63,10.51,3.12,26.49,26.59,-0.11
289,688262, 国芯科技,30.57,1.83,0.482,1.13,20.31,0.577,1.603,-0.605,0.623,1,3,4,12.41,7.48,4.93,31.43,28.57,2.86
290,300845, 捷安高科,13.99,-0.14,0.287,1.259,20.22,0.102,2.751,-1.228,-0.266,1,2,3,2.4,0,2.4,21.18,14.22,6.96
291,688558, 国盛智科,27.2,12.72,0.517,0.73,20.15,0.389,0.491,0.453,0.926,1,2,5,4.47,3.25,1.22,29.42,17.75,11.67
292,603217, 元利科技,17.36,2.42,0.083,0.685,20.04,-0.109,0.076,-0.148,0.312,1,1,3,10.57,9.46,1.11,11.59,6.48,5.12
293,000733, 振华科技,43.78,0.39,0.073,0.281,20.02,-0.04,0.534,-0.535,-0.319,1,2,3,7.58,5.03,2.55,30.55,26.82,3.73
294,002842, 翔鹭钨业,7.44,2.48,0.864,2.443,20.01,3.216,8.878,3.375,11.617,8,5,8,2.27,0.33,1.94,26.76,18.42,8.34
295,603116, 红蜻蜓,5.52,1.66,0.209,0.239,19.92,-0.191,-0.681,-0.831,-0.644,1,2,3,19.17,4.16,15.01,17.43,19.15,-1.72
296,600266, 城建发展,5.06,-0.78,0.051,0.373,19.85,-0.165,0.313,0.11,0.576,2,3,7,15.55,6.1,9.44,17.06,22.02,-4.97
297,300227, 光韵达,9.11,1.79,0.438,3.013,19.79,0.189,2.397,-2.108,-0.094,2,2,2,5.71,3.12,2.6,22.06,19.09,2.97
298,300207, 欣旺达,24.75,0.61,0.244,0.326,19.78,0.237,0.683,0.204,1.514,1,2,5,12.65,9.66,3,33.01,25.83,7.18
299,605018, 长华集团,13.35,6.63,0.389,0.632,19.77,0.392,-1.069,0.145,-3.213,2,3,5,11.03,2.47,8.57,22.33,18.75,3.58
300,301181, 标榜股份,26.95,19.99,4.135,2.906,19.77,4.015,2.022,3.412,3.95,2,2,4,18.04,12.02,6.03,33.93,27.13,6.8
301,688658, 悦康药业,16.09,0.81,0.091,0.449,19.76,0.274,1.472,0.113,1.826,2,3,6,5.33,5.65,-0.32,25.94,19.1,6.83
302,600820, 隧道股份,6.23,-0.64,0.031,0.16,19.75,0.089,1.256,0.127,1.657,2,2,5,8.63,7.44,1.19,26.98,22.79,4.18
303,002031, 巨轮智能,10.46,9.99,3.629,2.646,19.75,2.96,-9.335,-6.985,-36.01,1,2,3,29.91,12.64,17.26,17.8,21.44,-3.64
304,603505, 金石资源,23.78,1.06,0.057,0.091,19.69,-0.117,0.231,0.17,0.666,1,2,6,4.49,3.68,0.81,32.12,21.64,10.48
305,002303, 美盈森,3.32,0.3,0.091,0.958,19.67,-0.337,1.171,-1.493,1.908,2,2,2,10.12,5.94,4.18,18.55,18.94,-0.39
306,603568, 伟明环保,19.46,0.93,0.034,0.093,19.65,-0.018,0.132,-0.096,0.329,1,1,2,4.46,3.14,1.32,25.59,17.04,8.55
307,688501, 青达环保,15.07,5.83,0.525,0.415,19.58,0.385,-0.139,-0.187,0.241,1,3,4,10.3,0.18,10.12,27.69,23.54,4.15
308,688662, 富信科技,44.61,12.17,0.804,0.698,19.55,1.231,0.769,1.388,2.96,1,3,5,18.02,12.46,5.56,38.88,34.4,4.48
309,600510, 黑牡丹,4.95,2.27,0.155,0.316,19.53,0.115,0.261,-0.271,-0.573,2,2,3,3.28,2.45,0.83,26.9,16.35,10.56
310,002108, 沧州明珠,3.39,-0.29,0.05,0.307,19.47,-0.211,-0.02,-0.65,-1.268,2,2,3,2.59,0,2.59,24.48,20.89,3.59
311,002632, 道明光学,9.57,0.63,0.103,2.309,19.41,-0.029,1.531,0.047,6.468,1,2,4,6.29,3.58,2.71,20.66,21.33,-0.67
312,002242, 九阳股份,10,-0.99,0.01,0.368,19.36,-0.162,-0.141,-0.386,-0.791,2,2,3,4.3,6.74,-2.43,18.93,14.96,3.97
313,600458, 时代新材,12.67,7.92,0.438,0.194,19.35,0.135,-0.995,0.568,1.008,1,1,6,4.79,7.03,-2.24,36.36,17.73,18.64
314,603048, 浙江黎明,16.82,1.63,0.339,0.662,19.35,0.003,1.662,-0.041,1.273,2,3,5,4.75,0.41,4.35,22.7,14.47,8.23
315,002765, 蓝黛科技,13.54,9.99,1.985,2.976,19.29,3.393,-2.978,2.932,-5.035,3,3,5,25.18,17.05,8.13,27.08,26.66,0.42
316,601339, 百隆东方,5.23,-0.76,0.031,0.043,19.28,0.031,0.205,0.326,0.625,1,2,7,10.51,0,10.51,9.71,4.45,5.26
317,301095, 广立微,60.44,3.33,0.481,2.07,19.22,0.554,2.67,-0.531,2.794,2,3,4,6.9,7.97,-1.07,30.01,23.08,6.93
318,600757, 长江传媒,8.51,-0.35,0,0.375,19.2,0.354,1.46,0.276,1.445,0,3,5,6.12,2.76,3.36,29.94,33.27,-3.33
319,300992, 泰福泵业,25.36,0.32,0.394,1.203,19.19,-0.557,-0.19,-0.405,-0.154,1,1,4,6.38,10.89,-4.51,32.78,21.32,11.46
320,002461, 珠江啤酒,9.06,-2.05,0.042,0.286,19.18,-0.095,0.601,-0.053,0.824,1,3,8,0.96,1.27,-0.3,16.94,8.51,8.43
321,000550, 江铃汽车,23,1.23,0.127,0.275,19.17,-0.219,0.435,0.286,2.249,1,2,6,7.57,6.47,1.09,29.15,20.88,8.27
322,603917, 合力科技,13.94,0.22,0.502,1.654,19.16,-0.317,-11.812,1.57,-9.15,1,2,4,7.06,6.07,0.99,26.2,19.26,6.94
323,600108, 亚盛集团,2.81,-2.09,0.076,0.344,19.14,-0.319,0.074,-0.5,-0.017,1,3,5,6.24,3.23,3.01,30.21,27.76,2.44
324,301161, 唯万密封,22.62,2.17,1.194,3.876,19.14,2.634,18.464,1.075,18.341,3,4,5,10.3,1.97,8.33,19.87,19.58,0.29
325,300690, 双一科技,24.8,2.1,0.706,2.947,19.1,1.928,5.783,0.862,5.134,2,2,3,4.82,5.19,-0.37,28.97,22,6.97
326,000928, 中钢国际,6.96,-4.53,-0.194,1.436,19.07,1.524,3.904,1.909,6.477,0,3,7,11.15,17.21,-6.06,24.69,23.39,1.3
327,688182, 灿勤科技,24.32,19.98,0.669,0.277,19.06,0.663,0.828,0.68,0.912,1,3,5,32.97,22,10.97,32.53,31.23,1.3
328,002813, 路畅科技,24.61,2.63,0.138,1.688,19.05,0.007,0.876,-0.373,0.171,4,4,5,3.09,8.12,-5.03,22.8,14.24,8.55
329,688006, 杭可科技,19.95,0.3,0.096,0.16,19.04,0.126,1.195,0.439,1.304,1,3,6,13.54,3.07,10.46,23.05,22.77,0.29
330,688307, 中润光学,32.02,-0.68,0.582,1.27,19.03,5.664,6.189,4.771,6.243,6,5,6,8.31,14.18,-5.87,36.78,23.62,13.16
331,001391, 国货航,6.95,0.58,0.383,1.555,18.93,-1.191,-1.539,-5.069,-5.031,1,1,1,16.34,8.95,7.38,26.57,29.09,-2.52
332,600331, 宏达股份,7.01,-0.43,0.027,0.161,18.88,-0.668,-0.682,-1.444,-1.395,1,1,1,11.02,13.22,-2.2,34.35,28.96,5.39
333,002139, 拓邦股份,17.51,3.49,0.512,1.525,18.87,1.63,1.281,0.943,1.887,1,3,6,14.98,9.52,5.46,28.59,27.85,0.74
334,300617, 安靠智电,34.2,6.67,0.901,1.34,18.87,0.427,-0.51,-0.692,-2.435,2,2,2,10.32,7.11,3.21,29.28,22.14,7.14
335,002180, 纳思达,27.74,1.13,0.096,0.286,18.79,0.31,0.207,0.105,-0.183,5,5,6,14.23,8.53,5.7,25.83,24.78,1.05
336,603121, 华培动力,16.5,6.31,0.439,1.11,18.79,0.618,0.612,-0.327,0.896,2,3,4,13.55,4.21,9.35,29.08,31.32,-2.25
337,300050, 世纪鼎利,6.47,4.19,0.429,4.891,18.77,0.585,2.822,-0.353,-1.842,3,3,6,6.94,4.91,2.04,27.8,27.27,0.53
338,001218, 丽臣实业,16.31,-0.97,0.07,0.387,18.74,0.035,-0.496,0.058,1.088,2,3,6,0,1.3,-1.3,18.81,8.46,10.35
339,002348, 高乐股份,3.87,0,0.425,1.594,18.72,3.297,4.977,1.602,1.076,2,4,5,10.86,4.93,5.92,20.28,18.67,1.61
340,605007, 五洲特纸,12.12,-0.25,0.026,0.043,18.71,-0.063,0.106,-0.124,0.214,1,1,4,3.84,0,3.84,18.87,8.7,10.17
341,601033, 永兴股份,14.51,4.69,0.527,1.148,18.66,-0.116,0.8,0.196,2.033,1,1,5,8.92,3.85,5.07,27.09,23.02,4.07
342,300986, 志特新材,16.79,0.78,0.333,0.705,18.65,1.351,-1.776,1.329,-2.647,6,5,8,0.5,1.99,-1.49,26.91,13.85,13.06
343,002514, 宝馨科技,7.99,6.39,2.215,1.115,18.65,1.506,-1.452,-4.252,-13.224,1,1,1,12.39,8.52,3.88,32.86,22.64,10.22
344,300797, 钢研纳克,12.57,1.62,0.071,0.801,18.55,-0.063,0.265,-0.181,0.221,2,2,4,1.95,0,1.95,18.28,15.31,2.97
345,688279, 峰岹科技,276.05,-1.76,0.301,0.386,18.54,1.955,2.189,1.247,1.329,6,5,6,19.52,7.98,11.54,25.2,26.82,-1.62
346,300463, 迈克生物,13,-0.76,0.063,0.245,18.53,-0.098,0.727,-0.178,1.798,1,2,3,0,0,0,29.11,21.52,7.59
347,301591, 肯特股份,42.05,1.69,0.599,6.26,18.36,2.222,-5.504,1.032,-0.079,2,4,6,3.69,7.94,-4.26,27.95,20.44,7.51
348,688680, 海优新材,33.34,2.4,0.289,0.492,18.36,0.302,0.489,0.286,1.231,2,3,5,8.47,4.97,3.51,29.16,22.6,6.56
349,603013, 亚普股份,15.95,6.12,0.19,0.543,18.36,0.055,0.255,-0.083,0.212,1,2,3,8.6,1.95,6.65,18.75,15.42,3.33
350,000519, 中兵红箭,15.6,0,0.153,0.283,18.32,0.414,-0.119,0.111,-0.321,1,3,4,5.24,3.11,2.14,33.14,25.98,7.16
